tn,AT.EW,AT.NS,AT.UD,VT.EW,VT.NS,VT.UD,DT.EW,DT.NS,DT.UD
0,-0,-0,0,0,0,0,0,0,-0
0.025,10.863059418632524,0.6224735903726912,-5.646642261544139,-0.3691063723847622,-0.13531692686040822,-0.09841009081819913,0.07602760003639789,0.02262635727670695,0.050230061324791686
0.05,3.4039516998036836,2.4940195866800243,-3.412943724432098,-0.2009331799938011,-0.10623492201367475,-0.2893372681284315,0.08397240530867918,0.025771772467461974,0.057790298576941554
0.07500000000000001,-9.428718053210751,-3.9935095979597444,10.205595493695492,-0.3600624660772376,-0.1372398908822829,-0.2651037606011333,0.09299985734851217,0.026643906994021686,0.06625564820233748
0.1,0.8512539949796653,-5.224247154003067,5.881790583491995,-0.614459857388307,-0.32960085713301474,-0.029822381800450187,0.10262933855800417,0.024169565741589582,0.0752399242795583
0.125,8.233814957933316,6.552598781545274,-16.823207642847738,-0.5710390873836889,-0.40495064877846965,-0.182532398113116,0.11101912086586803,0.019552858804530154,0.08419796714955227
0.15000000000000002,-9.39084977469861,11.134246860485424,-10.798718071469217,-0.6829054762877664,-0.21258808032021112,-0.7149705144607844,0.11589804047160857,0.016032712872870686,0.09287099504072582
0.17500000000000002,-6.014468326626611,3.1469788842115967,22.574803494201177,-1.1561221450705716,-0.05346342330993419,-0.7112020595610591,0.1166259652388845,0.016475757261561228,0.10138899290687427
0.2,31.39652594126082,2.4894267439286204,14.277687403732887,-1.088309645925838,-0.013442820112536825,-0.20084481757679976,0.11593295151246533,0.020601316253339566,0.10937552245394391
0.225,35.98018228440987,1.0284031107590026,-30.944977681241188,-0.25514843197902887,0.06394708780299488,-0.4670301536044709,0.11952033457425121,0.024800714317589574,0.11424699905777357
0.25,-3.883579803920919,-11.588319128779904,-28.28994775380572,0.17670714721103736,-0.06661607276876394,-1.5376275996034945,0.13304878132640593,0.025704562066294817,0.11020364851142057
0.275,-20.212840423951562,0.011632220512205641,6.973222884659364,-0.22929237472417105,-0.33558045247956986,-2.115327364104118,0.15838956421972825,0.02471871227462923,0.08979467637544164
0.30000000000000004,3.2101910741161235,29.432340541715433,0.7529282435227687,-0.5709683374695593,0.025948648213931065,-2.328296990333105,0.1923224199624574,0.028525600331784192,0.04825891678788303
0.325,27.53359892267777,11.45810777779892,7.764088050066535,-0.24433268365935168,0.7313743830694843,-2.8019082765830805,0.22945692848993,0.04349112335759697,-0.012230445578648597
